ID,Mean_Salary
job_a95c88cde7566dc9,128706.97099492725
job_7d623bb0f66df2b4,141553.69608147664
job_75fd71e866f2916f,119350.36544374822
job_4096622853b70cab,138238.18246162776
job_f054d0196c44544f,110036.13670682552
job_0bb7a0f26fb237d0,139378.9960134654
job_3dc0a947dd22a138,98837.34161315835
job_90a102114483b807,130669.13901248731
job_ab48c7124ef2f0b8,104495.4913357954
job_b4b35f51b35af952,139534.51881621007
job_1ab61ce0f5967f86,142352.8164341471
job_9d3567e982e3c7ee,124893.8262399891
job_e330d1a5a9f14ab9,104808.42885862423
job_bc20a5a75c84e6a5,134346.42278544238
job_052af0c25c38293b,140329.98677621654
job_5796cba4a07b2ea4,126076.24897525046
job_24c2b74c7baab720,138520.0942728725
job_e83792975db96953,125218.24786139799
job_52343b11da36bcdd,141248.22298413274
job_f1a0b94f9c5914c3,126254.78691166692
job_135e20576a0230b9,149446.77934924792
job_9250696bd66ab08c,132419.26331873433
job_1e73dcfa76b62ba4,105199.075002508
job_82678754f33937d7,142807.33728588725
job_15edfa6db631d9cb,121490.33838421194
job_c2b5965e9242d3f5,107060.36000403287
job_6b100a4f94106248,93649.79840753843
job_3b3c98161be81a24,130982.07077865885
job_1c5826bc4c1f2d89,143755.74471283323
job_98bb094a59a14474,141201.29890684597
job_d0166ee560ddc1e6,133455.67554857396
job_ab27c57bd316195e,137958.05600336692
job_31c2bf8cc3c7f260,148493.39132417244
job_b2a592ba94ca5587,116004.50166848407
job_a5dbc34d60311f4f,148814.53646760015
job_9469b881cdfee6ee,131857.92073281866
job_5be1868f695d9b35,151025.97659492475
job_ce5821574cfe1ba5,125143.60579818858
job_9a84702b044eb02a,137456.39773283884
job_e17f4d5999cc2511,122496.51946038468
job_912bbf453424add2,119398.45443877691
job_3ddcf65b1837221e,122225.34088652127
job_43273f8b6d221af9,118391.78768305577
job_19af3740ef556b73,117923.07762774828
job_948639c8d698b7b1,122108.7733527495
job_c538b458f4e5c0b3,123175.5336952581
job_e0303db38a9d84a0,133954.6779513143
job_4cf9f983926d6f6f,136316.32780658576
job_391e5fcb695d6000,85080.24973008383
job_d5632ab40cd2769b,120024.67638024887
job_23d2bd72ae87e640,115586.57092787443
job_e9b1ee495dc0416a,144543.17850622843
job_883f614dadf15a05,136525.79320962224
job_f5322c46ea5ccddb,121909.3931921332
job_e57e3d4bba1d734e,141554.10889296915
job_cf2dedcf5b3b2dc7,139445.18421634284
job_dbdc63c36511f51f,105905.12049657892
job_f1ec8e5a0ec4aa15,136723.50189934598
job_af3d957c0d32122b,130344.6481853913
job_77219d196efe6a50,135371.9694786183
job_0d63e1f1ad992905,135854.35788650037
job_9ec649c1a6d96e9c,97039.01663701294
job_5efc687dbb16bf98,145978.62861914403
job_2f18de39376b1918,121795.0658572214
job_93e267d752272778,131696.71485372202
job_7e187421af710d98,131242.74894535547
job_eca75d3be8a96406,131870.25009793084
job_94e2ce5297038a7d,141154.1172458541
job_55843cb34b397d78,86121.17276257134
job_e5a0d2a8a76eb698,134752.08365097924
job_310d40de2c15507e,110400.780543834
job_1a97f116de9afab7,117132.00932653745
job_832fe2e0c7fa7a00,149115.78392648057
job_097e687e22ff9dd0,139206.09171105162
job_1914cbb4349e3bcf,101902.71054634242
job_70b90c7f163445e2,138169.12647599276
job_bd5435d99fa0c1da,127790.78475341936
job_a1e68735fae7a302,133479.32545381284
job_bee914ce33068753,117607.79872563668
job_491e269879467471,94484.56339692432
job_e82ed6383e3b53bf,137184.8220167837
job_c0c3332eeffe0e2c,132808.46906239295
job_ab20eee35a95a49c,143294.2867353328
job_3d00aa4fdb0b9208,143633.8903595098
job_a3c072638a3d1bb1,131192.38119944613
job_abf369f500ce8c6b,137886.51848603378
job_4a909ba00566d555,118658.30796289224
job_63e425d4d7bedd70,124907.97883160037
job_bca4959fe13c0185,140401.99367574876
job_e3cb4cda2812154e,145793.21962241322
job_5328c39468608a58,86412.01258542732
job_4440993b81843ef0,86784.64430524777
job_6b0a7a9bbc6e0cb4,140777.23421700526
job_2c7e43668d7565cb,118488.37533490814
job_41962015e82b6382,107468.77111191934
job_7beef31d30a39fe6,122077.63849103196
job_7b7c115fb4a1001e,134226.8133591961
job_8dd9939862a30e5d,100231.67435983766
sj_7e09a2e8076f831c,123782.86997864798
job_9e1fb2ade0a6223b,119978.67487330985
job_5973d89ea6206dd5,126323.98290406086
job_6e6bddc8503f66b7,131210.72308914052
job_dccca5ca984eb313,124224.58516822415
job_a164db50311273f6,103051.73554933205
job_7c34b8cbbdf10838,112138.52007714075
job_a02c960e4435bd69,109017.63398020176
job_0355c00ba62ed170,131813.96502273332
job_c1ea516f1a55a419,130511.88053172483
job_4a7aeefcdc9b200b,149563.57998236007
job_ea98b88ef89ae8c2,138905.9883125812
job_e40fd25dae46f8df,150459.23542940692
job_73c20a41e6632043,108076.1349490744
job_84e4c6732ed8ff25,142628.41989445034
job_49aeffcc50f6de5f,144735.0961873222
job_0f1a350ff902b623,116319.31175754842
job_4f091dcf93d02513,132169.09189486358
job_541d0a990f7bb2c4,134962.63661709492
job_224b3edb04c46687,99289.63198155054
job_05eef39d41bccd06,148786.3489303607
job_40b8118c900b887a,126458.21892964182
job_fc824d782dd25f21,123853.55880730921
job_b7930cacbb56dfed,147035.5098703083
job_697572c4b5438c2f,131166.49767181135
job_7e52771a253bcfd3,123321.42968840562
job_0e3e0c514459e28d,117515.6737612321
sj_f1af8f25dce4e923,141800.56929646025
job_9c1ee2c824efb8a7,142276.383831814
job_bce62233ae3528d0,105391.10564617389
job_2bc283c25d723f83,99646.74148497591
job_a2c7b840b320bd96,109570.98490603242
job_7a43ce03b711eee8,135951.91177644173
job_5c9d4da6a453aa0a,104255.66670957493
job_4e272b0f1ff8e602,133466.75402662816
job_697283ce4a49366f,111736.89872388239
job_07e38ecdd1fdbf3d,129209.26732336967
job_1622e72392486627,123158.20439114998
job_8072fa7a063631fb,95058.36638422152
job_b010594b485ede95,116727.57761830135
job_bd73c65e017d8e7f,107669.90210654106
job_36fc72d444e78ba3,137500.06951155316
job_cf21e06bd8cf19de,102990.16527753894
job_7b206c8f2aec1ab2,141800.18715687952
job_93d1d6a48fb8a45f,120074.80614161545
job_038744ed3fe86385,115196.35594405598
job_44a042ac30b69499,125347.1905234197
job_61c371205cdb2936,132365.01049835054
job_267681dd8016e5b7,106312.42188426058
job_fc3b5076d75a528f,133965.27367808184
job_2f6bc0cdc4f41ec7,145367.68731403447
job_3d700c073878558d,122971.9517252983
job_29fa057a1efbe83c,141808.79471331305
job_4db0bdf5038ac6b6,127126.95608632118
job_261d0b35db822577,130551.55038866831
job_c351b3dd7c19f57f,148185.34193609236
job_b9ac6cdd8a5f700e,134567.8206544175
job_1fde5a708ffd023c,116445.53961902467
job_bfe508b5da319cd5,108718.7363407723
job_9ea1117b347e953b,130368.96718368011
job_8d00a1296a27b654,141091.325227895
job_ca8ee741f5b94cbe,96012.34910516917
job_9ed20b04e7980f1a,118411.06432748557
job_68a0dabbd70a22ef,137228.19086797064
job_ba77d4ee2f7c02d1,152860.01928339375
job_71872029e6009320,88214.07045176796
job_9dd3de504b3ef116,137285.58951503606
job_1ed864a2d423a317,149993.33758720703
job_d377ee53c9ceab7b,121805.37917114017
job_9f95169bc47a7b7e,133995.41027158126
job_a5cfc9773d16b891,135517.96164426606
job_3e54942fa1ac5e1d,100115.46694244587
job_23412b126778a58b,125403.71256691609
job_e43377f1a04e902e,125616.77103364532
job_8357dd4413874402,103835.63435362157
job_b5cde90ec681d367,145235.5906645409
job_95522cb27793e441,101580.2959668366
job_caf0e16e31582c73,118165.01978336507
job_e2135d80cdf1128d,137562.37926939514
job_58bd15957da27158,117194.76039460461
job_30da06de7ef3c444,120225.92746689043
job_7bcdcf7c4b51d8e3,121363.3842471067
job_4bfb3c8b25d4ff46,124537.86957141395
job_38787ce46dfdc10e,133185.91590088862
job_67031ccdbac4739d,141248.3761671072
job_e6a6a621712895cd,135003.9604929355
job_5ffd6e3c0007f126,135322.0481814894
job_70169876ebadff4e,137241.39478830143
job_6bae649430f193ef,115580.83095536861
sj_88191c2d5b02c5ad,127211.45676489812
job_51e6b178d444f413,147399.65767208164
job_a3fa72bfbe155e3a,138651.1808600556
job_4571378184987080,123328.6605876107
job_1f364837daf41389,136179.2881922865
job_bb9928cb925c7baf,120855.35128326861
job_50e09353454d9fac,137273.87563629315
job_220a32e9cc8d6b76,139775.56803622196
sj_2521f41fc0648b5d,107705.7909558572
job_5c7c406658982152,115000.74406559404
job_9f9800e1953b023b,118282.20340880337
job_5707fce4e4a01bf6,137018.60259958002
job_46293e2a8aebeae1,106251.846298775
job_69071495d36132f9,121686.43664911209
job_01fb38e88bbff9df,134814.31963348313
job_91a6ac539cf89124,141962.90034853877
job_2208df1900aa7dc6,113892.56482980655
job_7f8f13ec9958b2a0,121149.81445972953
job_10bf815166eefe44,120361.17299709888
job_a662cd9f5205fdf5,123120.08029657537
job_8534b4aa7354845c,103918.26556913104
job_4f8551252b104c8d,118427.56053143655
job_b3a072c71b404380,108548.10129447226
job_5f4d7e1bc3ed07e3,150763.18900322745
job_455d3ac6bdafc428,127816.93488359817
job_e4ef95db07a05994,134772.78631285098
job_1685ff9f4fda6842,107258.45573999776
job_4205908ace7f9d50,133155.06805405425
job_e152b3e0b5c45246,131600.39904371247
job_040758d70f56419a,133971.562951167
job_a556ac9ff8dced49,137841.53063713887
job_b8c4b4a7032f820b,138198.3325332642
job_1520261d8a347eff,132398.05257278538
job_b290ad01de8c386f,118724.61980382144
job_2833661cebe58d17,100041.33733864746
job_0956a84a4316572c,134775.02143346245
job_9917fa536818715d,121188.0224223409
job_5c77b6db73324559,116648.3030967392
job_13c972568f546803,122960.68124162691
job_c80c8b449cbee03c,138691.56965007895
job_01dd230599e83091,117805.54260598877
job_3be1dd6c07e81e67,120646.6268659078
job_25ce3e8ac84b72d9,138102.12139550954
job_a25d440c6f2af2cc,133271.47959557982
job_b46ce1d4dc932d63,141388.45693287105
job_7f02c28c12fd99e4,142558.8123282619
job_e1d5e59349ef6e87,84979.52169428923
job_10f6d05e55841630,94084.76164115968
job_d6d5b76523deb316,123917.56948811596
job_27ef390b505b8ef2,122580.69538675138
job_20714245b8e5a246,140343.1646209284
job_a6caba353d955fd2,128751.30523276067
job_6ab969d631ee654d,124337.0415316972
job_1a175bb2a8a856ea,108440.22700845306
job_370fe4998fda264d,93152.88090073856
job_16a3032eed3f0090,120430.34892890553
job_fcd8c6aad31f4191,99682.64127478146
job_12b0176077ecc408,121359.62447925727
job_5a2ff4dc50c65364,136376.17230014812
sj_b7771d84749da9b0,137015.1432295306
job_285ecd952952d399,134586.32045084122
job_6b96b65823ce6f7f,115362.3013704998
job_b84980f28e858d83,141136.55712598364
job_5cfd5c1c2b2ab4ce,142244.72745414317
job_027a670d5458f603,140543.18140759753
sj_27d5a42e5c18042f,105898.75266037599
job_df2178ae026751f8,138118.00980524224
job_da57462031e09186,101312.06554877065
job_9389cada85fd1781,143938.19305714354
job_08ca9c71127b89c7,117506.54670111844
job_9a999e5bf409b1f7,122086.34043670949
job_fb1512b66fba7f8c,128370.66518198974
job_24aa4212b97e22e5,130625.16355314589
job_da3dcac786659a4d,149887.13020903588
job_e745729f5005d542,121629.15832415427
job_0f0ecd8ae0c32802,98858.3746805487
job_3870258aa6d9d3b7,129104.83800298208
job_aca75907128d1458,137231.46099094301
job_ace50662c6b558c1,117410.24631731045
job_4e3054ae9bfc603e,147513.5122924223
job_f84b803568a6f1e6,133013.92629702005
job_0c1778e88da3cd81,100155.85995930653
job_2ed92f33c4f95407,138894.61416634568
job_773d64583d6601ff,99854.46069812714
job_3e0c82b3388bb567,144085.9323955588
job_248eff678a1b279b,112135.432648569
job_75faa003d1dc716e,137694.00264006294
job_d09c1a8000272767,138346.0814526447
job_413d8a3797551250,124811.88217289785
job_8f273b03816aad12,120684.43076785075
job_7f31b5786b9cdb5e,139557.03029529355
job_52099af1e6b177ad,117700.86344815209
job_fa4d9c397a4169f4,103060.60968359926
job_b029e4347d251267,141593.7886092608
job_b2837c6776a7a708,130516.4113840168
job_4b6b8eadd1b24d53,127148.38456804484
job_2479cb9ff6148664,116261.50912101558
job_58c35d4d616fb5de,96765.84146866816
job_33eb8ac44d75363e,131697.0419414293
job_c85300582caeddd2,126712.55557581325
job_f23dd024d51faee3,115775.14451453634
job_a2cc1c7ee307aed7,100116.76558836739
job_f097e674b8358037,131473.43127203002
job_71ca2ef6ed216a99,103593.89900359951
job_5e7d87179ba1dd26,137241.11297336812
job_01c7a1d341876cb8,132572.99212602834
job_ca43b6812b69a76e,99320.98674529059
job_0e6949778ad473d2,108645.77627794855
job_51f2c1f980faad07,147689.6664621482
job_f742730e60738a6c,133018.05818027328
job_ef1c2310ee863ac9,139620.03711571696
job_c02bcbe09d0051ff,134789.6082986669
job_018a728b1bbf9340,119366.4264648734
job_b34181e5dcd02f1a,147572.72416756552
job_459aef00cc25be13,104895.41128134275
job_b4b2f2bff07df838,134309.87893076887
job_09dc96279bcb5481,105241.39833311005
job_bf892d05927007f8,138175.18589563534
job_4ea74ddfee6a7d36,136514.36712600445
job_988519d4392c69c7,97976.25396795162
job_a63c9f112930f0bf,117161.8709175886
job_cbb0c04d73be862c,141314.64326065872
job_93d6fdaba0980845,121468.18049336727
job_6be4227c14500f81,131081.55696113338
job_2c09e7b2f6361918,106738.5074754496
job_b97d7865dbb915b7,141976.3790503792
job_27101d5d796a31fa,118848.15451435493
job_d6ddfc670a0df4de,97751.80210631949
job_92005db2efc02417,140218.22810473363
job_996a38e892ad9199,124661.43305572082
job_58fbe88aa3259c04,129556.8696718508
job_5bc0bf9815535abb,109505.50409453189
job_217f29fa6bf7d430,112138.72440958081
job_e0cd33beedba2a98,136680.50528497173
job_81166f09e84bbd99,136790.89538969664
job_dccc338a3de86b6a,132726.1732075764
job_fe9ec567d3c45d83,130974.87822606017
job_9da88cd4e341fa1f,126093.46845582675
job_f1c4e7ac9ddeba8b,128987.13217232669
job_75562f0677af0e64,152979.13309388177
job_bdad793b5cf6c1e8,142571.73991456215
job_5caee07e7528124c,123294.18813735727
job_817edd15e79da84a,149242.0114239215
job_9dcea82bc6cc93a6,141465.21958832094
job_9418f1d3a247ba70,136112.0146915728
job_aead1920368326cd,77101.04328389934
job_b67b958d88bd3f0f,130575.04905304531
job_bf7e8cf00c02ef35,123356.57910033604
job_064217dbe27bb598,107620.19598102644
job_00df32b7c6ead43f,118127.7897703186
job_55de1c12a6c98e85,135066.55699730892
job_2ea9fd988f88458a,121923.97543743186
job_2bfa4768e1670eb0,99363.78616405478
job_56f6be67a8886b93,120583.18335163637
job_e15eace7945931cc,139763.88032824302
job_055179f256fb1746,122334.007365117
job_3aa8a45f3aca38cb,116032.34935769465
job_5c256e87d1ec5144,63859.563707367735
job_1c9b951b2e0d5377,106942.53739077086
job_8c3daa298925c598,139420.73254459084
job_b30e5178fce9d90d,139140.82525418187
job_5c05b4fd32277562,146235.1510681602
job_c3da17c556c72a1a,149640.78211165668
job_b601ecfb1ecc3607,110371.07502254026
job_57afeec492349d54,131336.81519175082
job_e79891d89a929227,124747.70969155115
job_a875ee09ea5b97de,139272.21036251093
job_6f59031b5fe519ac,137204.43271538994
job_6494412ce5d64e0c,148444.36728909082
job_995d2a6e7706b7c5,112239.88900072954
job_51d47d6378a530e2,114945.72574118557
job_9cfd62ae6c9fd7bb,137877.1468241347
job_0362f40e1ab260c7,144214.0091971556
job_f3307b0c4781e470,173971.4947238166
job_93f7727b0e001e46,73854.23154311767
job_2e314d298b7a97f0,123682.72108849374
job_696b1587054df140,141199.40767265265
job_28c1b7befd5d769f,101896.44132458081
job_4673c136428dd5ad,99612.34680301856
job_5f82761a4940b8f6,144955.55003562797
job_e2515919403acc83,146073.28868957618
job_0da8d05e69e881be,141520.28128182917
job_f596e8593381a5e2,129047.95219766891
job_77a6ef002f33eb6d,114371.35224859919
job_8eeaeab8119508a4,121338.7470559002
job_b8cb159a17d8c0f3,136057.62958694476
job_27b17650e7c2d7f6,120341.27235441531
job_815894ffd6af375f,136667.62532657557
job_4ce6b8cacfc0a15e,96112.79483451291
job_55831170ee50d0b0,64219.73259464355
job_a8c34baf466bc32d,103069.16576976681
job_f6d4f79dfe6c8775,139013.7493302228
job_33f5d2cc6513e99e,128136.42687356999
job_87c9002c73fe862f,137431.10593595883
job_cd1a125cf21f016a,140135.5280234451
job_53a39ca3eeebea5f,139373.30783156282
job_6a58e7b5697fff5f,122076.95601171005
job_6bba1041ab3fdcf6,132220.18000606063
job_ddae9420bc9d6060,137678.5699732934
job_d552c2d5e9d70bb0,136599.42487745758
job_c62066e89ee2fc78,101052.88406728883
job_8df2a848d59ac44d,116836.44616583647
job_50c9d06d3f73878b,136016.097422976
job_655af590148619a8,81542.34066789808
job_7c4b90f2d26bfbb8,139550.93332251505
job_df5f09030a706349,136936.44324865873
job_38d49f314025b74a,135521.64436352352
job_a57d060044c4fee9,110654.56057082879
job_8f4ff464a3c3f32f,122045.45756026186
job_ea57147ac8f24f08,106923.22268846168
job_e7118451290c5eb7,147729.52747420216
job_d3a127a08b5020e3,111758.62291839364
job_048e527275bbcbe6,120331.35308162354
job_b1c1fc0b362c44bc,140975.02763250138
job_4a2168f23068ab89,133990.6052478042
job_aaebd3f4b6f63686,139477.23481599113
job_002564fdb36804f2,99156.39312249878
job_9307b30f6274cce0,121230.06014290346
job_88cdac559b484ca4,123554.19535071263
job_04bf07ce7e0a3ada,144942.989714037
job_71c73ed7e300f91e,110802.24784871232
job_f62bb62e638c71ec,135949.23466434333
job_e09514495bfa33bc,118452.07083933991
job_bbf5fde1e5708985,132161.86449185858
job_d14a8af33171c98d,140155.9023752138
job_f1bfb796e2dad683,126663.53655657184
job_502bb4079f7f76dc,138063.63462978485
job_9fb4923db545641b,116997.78605014538
job_08263566cbffda9a,115306.26277800798
job_a5f653a59bfe1131,135044.99403825385
job_ccbff3e403b58c6a,140850.49892111268
job_994a942e06086c47,110680.18738989579
job_c1df55a723401a62,98633.83670081204
job_155c67ee779d043b,142685.60264782223
job_4176a1b2353f27c9,138618.92891006736
job_ee3d161937b53d7a,136744.33109114104
job_143aad8419c4de92,140661.9872427138
job_f2d7c1a0dcb711bc,133893.26525316603
job_0461331616c0ed1e,140238.61464584322
job_f8b9ebfbfd231db8,104146.01926261897
job_a32f43f7c64eb732,140311.91360638748
job_fb2dd282db458888,101994.58669827135
job_659ab6ef422a977b,135476.00982953352
job_fc65d5b62f93b241,134002.07040303672
job_5f8ad8e3a4402f56,120227.77985999285
job_6cdeb493f2d8df4f,145335.95027620977
job_768fba4c5f3730fd,147653.34388649146
job_2d9083c6b7428e70,92851.84370481127
job_477154b32724307f,139888.30230969336
job_fbeed7e30a345d86,125399.66508577259
job_88481e47d9b88b95,128310.12222266724
job_ac1923cff6e78310,122789.92590387687
job_5dd8275c9129d3d9,141966.9266922442
job_695a5e47e5c18a34,137227.57506548346
job_afb4bf303e91df75,118509.05807428955
job_12a9d373e5d5f9c4,149430.79043202128
job_ae0d189480e6f861,136058.77070519846
job_a299acd98bf12106,116863.14020880355
job_12ff8cbaf8389078,125784.79241924758
job_1cb19b85ea7d4fde,124939.55582665777
job_a58d4f08404a6ecd,111542.19341349287
job_6a6034442a32ca3e,65970.01640062778
job_663c4eb67a022053,105279.43580970072
job_958857ea0717dd85,140518.08771180638
job_1f7993113237aa79,148787.21513451647
job_b7a413c107aeea99,142110.4862709211
job_c0eb81454ec75ce8,124040.59056919135
job_17c2939621a7c064,118024.87916681796
job_311f8ff69959ea6f,137110.95693179098
job_1a5336b9496aff4f,128822.5281605237
job_032a6fc0f1a3b8fb,106771.23038653593
job_ee565d3b0075f3ec,137272.390033588
job_5b3cba6f772c6f60,117957.30285753022
job_c37f914aed943b9c,126451.216840445
job_1f133b0673c84980,140981.38124232466
job_9f9b6436bc08d09d,110683.9417198801
job_017cfd45388eadaa,106461.18379489887
job_767b7c674668d425,122407.5644117209
job_4d58fba6d3a8f358,111104.2608495069
job_baf139c56190da7d,126930.0981647259
job_47057abed27bc2a4,119672.18577585339
job_c83bb93c284142f0,137142.04502861475
job_705ac63fcee241ba,107544.33077809916
job_37ee29e7675d849c,133193.92297126068
job_2189d77b26d51779,137405.96510218587
job_19e1a846b5e15c12,118331.69603887576
sj_69ddba9fc34770f7,104881.06157019758
job_a50d930635b2bf67,107099.59730388192
job_132eee4bd7815dd7,140670.22425242182
job_32f4bfe839b355d0,134061.91323213323
job_4e13bfecae67aeee,105132.59247846223
job_f08d89062f253444,139403.64856553578
job_a8b47d837185a2e7,106037.24073302769
job_4724371289729e18,133096.7586681763
job_67905dfd32c8c9af,122371.40567660722
job_9d21e586216ae2ea,147116.47505366863
job_c1382f66386872bd,140514.17276013357
job_ba397e85eb758612,130416.37249130286
job_ab1722933b6787c6,138478.5214256539
job_014b0e84899f33d9,128722.59197905778
job_5a81c6672dc6f73b,137696.60709757754
job_3853228102542d0a,128345.66407062489
job_708792d32bcd16b7,133287.44941207804
job_394e68e619b23fbc,96147.49090763321
job_ae4c08d8c13e28a3,104306.94763699136
job_a41bd7bf6fc31c84,137328.79485816078
job_27180ae81845d5bc,147116.2544697302
job_6dace5fa4d225dd6,114968.92051445655
job_a6430e61e2d1b46d,106612.8428121755
job_794513db2ea79fd0,139229.03210140532
job_1027d65949cafe90,119928.08506862327
job_e0340ee00db7b391,105397.06462177019
job_8ac41548fb16ac26,140118.29563264782
job_f7adb59701471bf3,138101.3235492138
job_e155ec6530f70f38,122232.15682559881
job_f48dcd020300242a,136616.91166204997
job_9e42fad384901321,140929.09017953245
job_e0a587ef24f7d673,140922.3846506714
job_4a9ec835859ac643,111639.72968319617
job_a39e6a6a83230d1c,142049.53912511375
job_952bc24d2ab15e5a,139329.58238179644
job_0915ede8a6a865ec,104495.48190896201
job_c19865224a0e766a,128857.60470056064
job_4f0b20c44b13b68f,134882.54583784888
job_c4aa720aee6cf43a,135328.66086717942
job_f20d735962ef3766,99746.5102474021
job_843a7961c80dd5a8,142353.56425444313
job_d24a1894e53a4fce,131952.25055826956
job_d7709e69c444044f,106179.8032330609
job_4317f40133c4738c,144045.32666544983
job_d95052eb266bb1ab,102261.90423339685
job_70788564a52d14b3,145188.78687885765
job_454b221ed21ed86c,148778.93476679624
job_c9e61255f9da7cb0,105801.71743867049
job_f78bd1ed6cfede6a,135711.8966876773
job_82bb42ecccf3f781,102644.36435985798
job_1cf6643ecee42881,139595.9991511935
job_e186515e99058e33,136088.47411105697
job_4e719f6e1f8d5f9f,115061.11366159981
job_bc59c18bc47532f2,139796.0133090827
job_b27f9545e1856bef,131812.0407765027
job_6f368191c2a7bc27,128373.30016388487
job_832d53147f0f8450,144834.53924288906
job_da5e7c376ebd80bd,137868.05229112116
job_9a58a53dccdc770b,128350.18218588545
job_0608389f1d3134a4,108849.77627783503
sj_b7e431f1b4e2b1ec,134847.17730332696
job_c331dc03557f9bd5,139280.15399885358
job_cba1e8ca26ab8737,141264.38697867165
job_87b5427a923bd80e,133084.3292424534
job_810ddd6dc4d72d81,146818.6232475398
job_cca5d5e8d7dbae4c,136750.23994478042
job_51e14c370802f7a0,96156.18750299737
